 Order ID ,customer id,CUSTOMER__Name,e-mail Address,Phone No.,CITY/town,Age (yrs),Order Date ,ship_date,Product Cat.,product-name,Qty.,Unit Price(KES/USD/EUR),discount %,curr, TOTAL_amount ,Payment Method ,Order STATUS,review rating(1-5),Marketing_Source?, Full_Address / Street-ZIP 
ORD-102411,CUST-3192,Samuel Njoroge,samuel.njoroge819@example.com,+254787745993,Thika,27,30/01/2023,07/02/2023,home and kitchen,Home Item 88,1,7276.02,30,KES,5093.21,bank transfer,Cancelled,,Google Ads,Langata Road 1033 | Floor D-641 | Thika | ZIP:01000 | KE
ORD-100928,CUST-3302,Omar Lopez,omar.lopez823@example.com,+254731025029,kampala,18,2024-07-17,2024-07-28,beauty,Beauty Item 87,6,5947.02,0,KES,35682.12,M-Pesa,DELIVERED,5,Google Ads, Enterprise Road 6142 | House A-680 | Kampala | ZIP:256 | KE 
ORD-100222,CUST-1928,tariq patel,tariq.patel782@example.com,+254721220004,Nairobi,12,05/05/2024,09/05/2024,Sport,Sports Item 105,6,15385.78,30,USD,64620.28,Card,shipped,1,Google Ads,2567 River Road Suite B-254 Nairobi 00606 Kenya
ORD-102260,CUST-1691,Ezekiel Smith,ezekiel.smith210@example.com,0730344640,machakos,36,27-Apr-2024,29-Apr-2024,Books,Books Item 18,7,14949.45,15,EUR,88949.23,CARD,Return,4,Google Ads,Machakos - 9558 Enterprise Road - Apt C-51 - 90100 - Kenya
ORD-103661,CUST-2315,Fatima Okafor,fatima.okafor60@example.com,+254729689672,Machakos,68,not_a_date,2025-01-13,Beauty,Beauty Item 6,7,16825.25,15,KES,100110.24,M-PESA,CANCELLED,1,,"7692 Ngong Road, Machakos, Kenya, 90100"
ORD-104626,CUST-2835,Kofi Okafor,kofi.okafor539@example.com,+254735455629, Nairobi ,27,02-24-2024,02-25-2024,Beauty,Beauty Item 4,4,14787.13,10,USD,53233.67,Cash,Canceled,,Email,Kenyatta Road 8548 | House A-330 | Nairobi | ZIP:00505 | K.E.
ORD-102570,CUST-1985,Zane Khan,zane.khan223@example.com,+254751997842,Kisumu,53,22-Sep-2024,05-Oct-2024,electronics,Electronics Item 102,2,10718.6,0,EUR,21437.2,Debit Card,Delivered,N/A,Organic,"2329, Kimathi Street, Kisumu County, P.O Box 40123, K.E."
ORD-103152,CUST-1741,Tariq Hussein,fatima.kimani424@example.com,+254717949803,Machakos ,,18/11/2023,21/11/2023,Books,Books Item 117,4,17797.64,20,EUR,56952.45,BANK TRANSFER,PENDING,-1,Organic,3892 Haile Selassie Ave Flr C-849 Machakos  kenya
ORD-102956,CUST-1267,JAMES BROWN,james.brown186@example.com,+254760447276,Machakos,48,18/12/2024,23/12/2024,Electrnics,Electronics Item 8,5,14252.5,25,USD,53446.88,mobile money,cancelled,2,Email,"4608 Enterprise Road, Machakos, Kenya, 90119"
ORD-103446,CUST-2925,Yara Lopez,yara.lopez423@example.com,+254723884536,Mombasa,45,15-May-2023,22-May-2023,Sport,Sports Item 37,7,627125.07,15,EUR,3731394.17,Cash,shipped,,Organic,Mombasa - 3254 Moi Avenue - Floor B-40 - 80100 - K.E.
ORD-101328,CUST-2978,Ivy Hussein,ivy.hussein895@example.com,+254795498429,nakuru,47,03/10/2023,10/10/2023,Fashn,Fashion Item 79,8,3811.36,0,USD,30490.88,Bank Transfer,Shipped,1,Unknown,"2018 Moi Avenue, , Nakuru, Kiambu, 20117, kenya"
ORD-104547,CUST-2442,Lina Lopez,lina.lopez783@example.com,+254712867345,kisumu,33,05-Apr-2023,14-Apr-2023,home and kitchen,Home Item 90,2,11583.1,30,USD,16216.34,mobile money,returned,4,Facebook,"8096, Tom Mboya Street, Kisumu County, P.O Box 40100, Kenya"
ORD-104323,CUST-3364,Ezekiel Brown,ezekiel.brown545@example.com,+254796807389, Mombasa,75,25/02/2025,10/03/2025,sports,Sports Item 33,5,8889.03,30,KES,31111.6,Card,Complete,N/A,Email,854 Koinange Street Apt C-557 Mombasa 80101 KE
ORD-102897,CUST-2329,Yara Kamau,yara.kamau926@example.com,+254777860661,Eld,52,04-10-2024,04-26-2024,Home/Kitchen,Home Item 19,4,6537.39,25,EUR,19612.17,bank transfer,Shipped,,Instagram,Suite A-143; 96-Langata Road; Eldoret; Uasin Gishu; postal code 30100; KE
ORD-103125,CUST-1279,Priya Mensah,moses.njoroge179@example.com,+254773423499,Kampala,64,08-Jan-2023,23-Jan-2023,Beauti,Beauty Item 49,7,2730.33,5,KES,18156.69,BANK TRANSFER,Complete,3,Google Ads,Uhuru Highway 8336 | Floor A-616 | Kampala | ZIP:256 | Kenya
ORD-101858,CUST-1896,Nia Mensah,nia.mensah971@example.com,+254759762623,Machakos,44,01-Sep-2024,13-Sep-2024,Home/Kitchen,Home Item 104,6,11975.53,25,KES,53889.89,CASH,Return,1,Email,"3710 Langata Road, Block C-854, Machakos, Kisumu, 90119, KE"
ORD-102031,CUST-2987,James Lopez,james.lopez643@example.com,+254799079234,kampala,45,03/11/2024,17/11/2024,groceries,Groceries Item 109,6,15212.2,5,USD,86709.54,M-Pesa,Cancelled,4,Unknown,"8380 Argwings Kodhek Rd, Kampala, kenya, 10200"
ORD-102366,CUST-2954,Kofi Ndlovu,kofi.ndlovu767@example.com,+254731996354,KLA,67,02/02/2024,14/02/2024,Sport,Sports Item 67,7,9266.91,30,EUR,45407.86,cash,shipped,4,Organic,"4727 Kimathi Street, Kampala, Kenya, 256"
ORD-103310,CUST-1638,Quinn Ali,quinn.ali921@example.com,+254759622890,nairobi,31,11-Jan-2024,19-Jan-2024,Beauti,Beauty Item 98,6,10695.98,25,USD,48131.91,Credit card,In Transit,3,Google Ads,"2784, Ngong Road, Nairobi County, P.O Box 00606, KE"
ORD-104789,CUST-3114,James Okafor,james.okafor503@example.com,+254797388183,Thika,69,10-22-2023,10-31-2023,Beauty,Beauty Item 1,1,8772.16,30,USD,6140.51,M-PESA,PENDING,N/A,,1655 Tom Mboya Street Flr B-417 Thika 01002 KE
ORD-104031,CUST-1098,Lina Smith,lina.smith43@example.com,+254768573070,NKR,21,10-Jan-2023,26-Jan-2023,Beauti,Beauty Item 53,3,15510.89,105,KES,-2326.63,CASH,Pending,1,,"25 Uhuru Highway, , Nakuru, Machakos, , kenya"
ORD-102844,CUST-3194,Ivy Ali,ivy.ali362@example.com,+254779198842,nairobi,60,2024-04-20,2024-05-08,books,Books Item 37,7,17458.14,30,EUR,85544.89,M-PESA,Pending,3,Email,"1353 Uhuru Highway, Flr D-123, Nairobi, Mombasa, 00100, Kenya"
ORD-104179,CUST-2196,Kofi Mwangi,kofi.mwangi754@example.com,+254788968483,machakos,50,02-24-2025,03-01-2025,groceries,Groceries Item 42,6,6564.46,15,EUR,33478.75,Cash,Canceled,1,Facebook,"8709, Moi Avenue, Machakos County, P.O Box 90100, KE"
ORD-103816,CUST-2789,Samuel Njoroge,samuel.njoroge767@example.com,+254763647899,KLA,30,24-Apr-2023,01-May-2023,Beauti,Beauty Item 110,5,12281.89,20,EUR,49127.56,cash,Returned,,Instagram,Apartment C-824; 1797-Ngong Road; Kampala; Kisumu; postal code 256; KE
ORD-104360,CUST-1750,Diana Mensah,diana.mensah736@example.com,0758492710,Dar es Salaam,37,01-Sep-2023,05-Sep-2023,Clothing,Fashion Item 20,7,12532.45,10,KES,78954.44,Cash,CANCELLED,2,Google Ads,7896 enterprise road flr b-228 dar es salaam 14110 kenya
ORD-102821,CUST-3272,Amina Mensah,amina.mensah385@example.com,+254729557973,thika,58,27/10/2023,31/10/2023,Electronics,Electronics Item 108,4,510.04,25,USD,1530.12,M-PESA,pending,N/A,Facebook,8980 Mbagathi Way Flr D-110 Thika 01002 KE
ORD-104494,CUST-1171,Uma Ali,uma.ali664@example.com,+254782762690,Nairobi,37,29-Sep-2024,05-Oct-2024,Beauti,Beauty Item 41,8,6331.71,30,USD,35457.58,mobile money,returned,5,,9187 Kenyatta Road Block A-224 Nairobi  kenya
ORD-104629,CUST-1044,Moses Mwangi,moses.mwangi630@example.com,+254785906542,dar es salaam,55,08/01/2025,19/01/2025,Beauti,Beauty Item 54,7,14898.26,15,KES,88644.65,card,shipped,,Organic,Suite B-54; 4827-Enterprise Road; Dar es Salaam; Kisumu; postal code 11101; kenya
ORD-102780,CUST-1132,wanjiku hussein,wanjiku.hussein23@example.com,+254714275486,Nakuru,55,10-21-2024,10-24-2024,electronics,Electronics Item 107,6,7574.59,30,KES,31813.28,BANK TRANSFER,Cancelled,3,Instagram,Unit D-434; 5787-Tom Mboya Street; Nakuru; Kiambu; postal code 20117; kenya
ORD-104646,CUST-1656, Omar Mensah ,omar.mensah71@example.com,+254781838243,kampala,52,04/01/2025,10/01/2025,Sports,Sports Item 76,3,6112.97,10,KES,16505.02,BANK TRANSFER,shipped,3,Instagram,Unit B-462; 6988-Enterprise Road; Kampala; Uasin Gishu; postal code 10200; KE
ORD-104647,CUST-2917,Kofi Kimani,kofi.kimani149@example.com,+254792826767,KLA,61,03-22-2024,04-05-2024,books,Books Item 91,1,4485.61,0,USD,4485.61,cash,PENDING,3,Referral,"2351 Haile Selassie Ave, Kampala, KE, 256"
ORD-103916,CUST-1045,Lina Mensah,lina.mensah432@example.com,+254763416547,KSM,71,10/04/2023,23/04/2023,Electronics,Electronics Item 68,2,2836.87,30,KES,3971.62,mobile money,Return,2,Referral,2978 Mbagathi Way Apt A-698 Kisumu 40123 Kenya
ORD-102044,CUST-3217,Grace Mwangi,grace.mwangi653@example.com,+254711239091,Nakuru ,62,15/06/2024,26/06/2024,Fashn,Fashion Item 58,5,2147.17,30,KES,7515.09,Credit card,Returned,2,,"7383 Mbagathi Way, Nakuru, K.E., 20117"
ORD-101980,CUST-2657,Quinn Smith,quinn.smith101@example.com,+254722641742,mombasa,52,19/05/2024,21/05/2024,sports,Sports Item 82,8,17887.37,10,USD,128789.06,Cash,delivered,,,Mbagathi Way 2726 | House B-188 | Mombasa | ZIP:80100 | K.E.
ORD-100169,CUST-2956,Amina Njoroge,amina.njoroge771@example.com,+254768030164,KSM,51,10/04/2025,21/04/2025,Books,Books Item 107,6,9349.59,15,USD,47682.91,bank transfer,CANCELLED,5,Facebook,House B-247; 1937-Moi Avenue; Kisumu; Uasin Gishu; postal code 40123; KE
ORD-100675,CUST-1214,Diana Kimani,diana.kimani349@example.com,+254716774455,kisumu,72,2023-02-15,2023-02-25,HOME,Home Item 120,5,634.09,0,USD,3170.45,Debit Card,DELIVERED,3,Email,"5315 Koinange Street, Kisumu, K.E., "
ORD-102377,CUST-2936,Ivy Njoroge,ivy.njoroge814@example.com,+254745338570,Machakos ,,09-21-2024,10-01-2024,sports,Sports Item 87,5,5488.57,15,KES,23326.42,BANK TRANSFER,Returned,2,,3096 Moi Avenue Floor A-451 Machakos 90100 Kenya
ORD-104058,CUST-1938,Ezekiel Ali,ezekiel.ali353@example.com,+254739603423,eldoret,66,29-Mar-2025,06-Apr-2025,ELEC,Electronics Item 31,8,14137.12,20,EUR,113096.96,BANK TRANSFER,shipped,4,Organic,Ngong Road 7247 | Block A-383 | Eldoret | ZIP:30100 | Kenya
ORD-103605,CUST-3359,Amina Brown,amina.brown750@example.com,+254723286071,Machakos,45,23/02/2024,03/03/2024,ELEC,Electronics Item 66,7,2316.67,0,USD,16216.69,Mobile Money,CANCELLED,4,Email,6608 Langata Road Unit A-3 Machakos 90100 kenya
ORD-104643,CUST-1032,Zane Kamau,zane.kamau990@example.com,+254750877397,Thika,52,27-Mar-2023,29-Mar-2023,fashion,Fashion Item 110,5,16968.99,10,KES,76360.46,Mpesa,pending,5,Referral,3307 Mbagathi Way Apartment A-490 Thika 01000 KE
ORD-104422,CUST-1891,Fatima Lopez,fatima.lopez396@example.com,+254720994649,mombasa,46,11-29-2023,12-10-2023,beauty,Beauty Item 80,6,15403.31,0,KES,92419.86,Card,CANCELLED,3,Google Ads, Apartment C-111; 2144-Kimathi Street; Mombasa; Nairobi; postal code 80100; K.E. 
ORD-104316,CUST-2939,Quinn Brown,quinn.brown806@example.com,+254731905063, Mombasa,66,02-01-2023,02-15-2023,Beauty,Beauty Item 1,2,5666.04,10,EUR,10198.87,Bank Transfer,Returned,3,Referral,"3223 Haile Selassie Ave, Mombasa, K.E., 80101"
ORD-100332,CUST-2313,Brian Lopez,brian.lopez14@example.com,+254747691414,Nakuru,75,20/12/2024,04/01/2025,books,Books Item 112,4,-4418.03,30,EUR,-12370.48,Mpesa,PENDING,2,Instagram,ngong road 8050 | unit a-30 | nakuru | zip:20100 | ke
ORD-100306,CUST-2071,Chen Mensah,chen.mensah363@example.com,+254749448235, Eldoret,29,,31/10/2024,Groceries,Groceries Item 32,3,12098.5,5,USD,34480.72,BANK TRANSFER,In Transit,5,Unknown,Koinange Street 3066 | Flr D-139 | Eldoret | ZIP:30120 | Kenya
ORD-100951,CUST-2961,Amina Khan,amina.khan814@example.com,0743560966,Thika,19,11/06/2023,24/06/2023,Sports,Sports Item 77,1,350.81,30,USD,245.57,mobile money,Returned,2,Unknown,"168 River Road, Flr D-181, Thika, Uasin Gishu, 01000, KE"
ORD-103822,CUST-2670,Wanjiku Kimani,wanjiku.kimani645@example.com,254714941558,NBO,44,25/11/2024,28/11/2024,Books,Books Item 50,7,995.43,20,EUR,5574.41,M-Pesa,Pending,3,Organic, 2740 Ngong Road Unit D-817 Nairobi 00505 KE 
ORD-102664,CUST-3153,Kofi Mensah,kofi.mensah527@example.com,+254781735775,kampala,43,04-27-2023,04-30-2023,fashion,Fashion Item 74,4,506.3,10,EUR,1822.68,Mobile Money,Delivered,3,Email,"4594, Tom Mboya Street, Kampala County, P.O Box 256, Kenya"
ORD-102396,CUST-1042,Hassan Okafor,hassan.okafor406@example.com,+254723114799,KSM,59,2023-10-09,,electronics,Electronics Item 78,5,2798.03,10,USD,12591.14,Bank Transfer,PENDING,,Google Ads,"8475 River Road, Flr B-529, Kisumu, Kisumu, 40123, K.E."
ORD-101365,CUST-2270,Ezekiel Otieno,ezekiel.otieno414@example.com,+254783628086, Mombasa,23,2023-03-21,2023-04-08,Books,Books Item 92,2,6335.3,0,USD,12670.6,Mobile Money,Complete,3,,"6692 River Road, Mombasa, Kenya, 80101"
ORD-104821,CUST-2290, Hassan Ndlovu ,hassan.ndlovu68@example.com,0798365816, Eldoret,20,11-29-2023,11-30-2023,Book,Books Item 31,3,6818.21,15,KES,17386.44,M-Pesa,In Transit,1,Email,Ngong Road 4545 | Apartment D-273 | Eldoret | ZIP:30100 | KE
ORD-101452,CUST-3113,Brian Hussein,brian.hussein757@example.com,254784623456,Dar-es-Salaam,53,2024-03-19,2024-04-03,Sport,Sports Item 10,6,8195.95,15,USD,41799.35,Mobile Money,PENDING,2,Instagram,Suite D-146; 8793-Kimathi Street; Dar es Salaam; Machakos; postal code 14110; K.E.
ORD-102049,CUST-3263,Tariq Otieno,tariq.otieno716example.com,+254794228809,KSM,74,12-18-2024,12-31-2024,Electrnics,Electronics Item 12,4,14608.87,15,EUR,49670.16,Mobile Money,In Transit,3,Email,"6979 Kenyatta Road, Apartment C-851, Kisumu, Kiambu, 40100, K.E."
ORD-100981,CUST-2540,Kofi Smith,kofi.smith850@example.com,+254714367911, Thika,38,08/05/2024,20/05/2024,Fashion,Fashion Item 91,2,10406.1,25,KES,15609.15,BANK TRANSFER,shipped,4,Organic,Thika - 2431 Enterprise Road -  - 01002 - kenya
ORD-101068,CUST-2889,Nia Okafor,nia.okafor357@example.com,+254768797845,KSM,55,16-Sep-2023,24-Sep-2023,Sports,Sports Item 17,8,7231.95,15,EUR,49177.26,BANK TRANSFER,shipped,N/A,Facebook,"3533 Langata Road, House C-984, Kisumu, Nairobi, 40123, kenya"
ORD-104838,CUST-3059,Wanjiku Hussein,wanjiku.hussein316@example.com,+254756126057,Machakos,29,2023-01-21,2023-01-27,Electronics,Electronics Item 112,6,2258.81,25,USD,10164.65,M-Pesa,PENDING,2,Google Ads,"5706 Kimathi Street, Machakos, K.E., 90119"
ORD-102107,CUST-1202,Tariq Garcia,tariq.garcia580@example.com,+254710856259,Dar es Salaam,75,31-Aug-2024,11-Sep-2024,Fashion,Fashion Item 13,6,10192.37,25,KES,45865.67,Credit card,Return,,Google Ads, Block B-463; 8870-River Road; Dar es Salaam; Mombasa; postal code ; kenya 
ORD-101368,CUST-2537,Ezekiel Kimani,ezekiel.kimani917@example.com,+254762596701,machakos,54,16/04/2023,29/04/2023,Books,Books Item 49,2,2218.22,0,USD,4436.44,M-PESA,Pending,,Email,"500, Haile Selassie Ave, Machakos County, P.O Box 90100, K.E."
ORD-103293,CUST-2215,Moses Lopez,moses.lopez56@example.com,,Kisumu ,52,03/09/2023,04/09/2023,ELEC,Electronics Item 51,8,2175.69,10,KES,15664.97,CASH,cancelled,,Referral,Suite C-144; 9581-Ngong Road; Kisumu; Kisumu; postal code 40100; K.E.
ORD-100152,CUST-3452,Diana Ali,diana.ali251@example.com,+254718955654,machakos,50,19/05/2023,30/05/2023,Book,Books Item 61,2,6874.34,5,EUR,13061.25,CARD,Return,,Facebook,Floor A-258; 5345-Kimathi Street; Machakos; Uasin Gishu; postal code 90100; K.E.
ORD-102890,CUST-3453,Omar Ali,omar.ali766@example.com,+254786300820,eldoret,43,11-03-2024,11-03-2024,Home/Kitchen,Home Item 104,5,3064.12,15,EUR,13022.51,Bank Transfer,Complete,1,Unknown,Flr A-883; 5902-Haile Selassie Ave; Eldoret; Kisumu; postal code 30100; kenya
ORD-103820,CUST-1684,Quinn Otieno,quinn.otieno214@example.com,+254735190171,Thika,29,2024-05-02,2024-05-10,Books,Books Item 25,0,4384.55,30,KES,0.0,mobile money,Cancelled,1,Email,Apt C-976; 8113-Argwings Kodhek Rd; Thika; Machakos; postal code 01002; KE
ORD-104003,CUST-1358,James Hussein,james.hussein782@example.com,+254792213636,KLA,68,05-19-2024,06-03-2024,Fashn,Fashion Item 52,1,7827.56,20,USD,6262.05,CASH,Cancelled,5,,"3008, Uhuru Highway, Kampala County, P.O Box 10200, Kenya"
ORD-102978,CUST-3375,Wanjiku Ndlovu,wanjiku.ndlovu519@example.com,+254739660256, Thika,34,2023-02-16,2023-02-17,groceries,Groceries Item 68,3,8146.81,250,EUR,-36660.65,cash,Cancelled,2,Email,Block C-47; 8147-Argwings Kodhek Rd; Thika; Machakos; postal code 01002; kenya
ORD-104371,CUST-2659,Ruth Okafor,ruth.okafor397@example.com,0724739618,NKR,74,2025-02-11,2025-02-11,Sport,Sports Item 21,7,5462.87,5,KES,36328.09,Mpesa,pending,5,Instagram,8289 Tom Mboya Street Block C-194 Nakuru 20100 K.E.
ORD-101647,CUST-1604,James Garcia,,+254713239485,eldoret,63,07/09/2023,24/09/2023,groceries,Groceries Item 99,3,10216.53,15,KES,26052.15,Bank,Shipped,N/A,,"2767 Uhuru Highway, Eldoret, Kenya, 30100"
ORD-102597,CUST-2647,Samuel Hussein,samuel.hussein961@example.com,+254719607939,mombasa,59,25-Dec-2024,04-Jan-2025,fashion,Fashion Item 59,6,10640.66,5,KES,60651.76,Mobile Money,Complete,N/A,Email,"9131 kimathi street, flr b-745, mombasa, mombasa, 80118, ke"
ORD-102371,CUST-1839,Priya Patel,priya.patel384@example.com,+254795994192,Kisumu,72,04-22-2025,04-25-2025,Electronics,Electronics Item 117,3,3630.71,25,EUR,8169.1,card,pending,,Email, 5349 Koinange Street Flr B-878 Kisumu 40123 Kenya 
ORD-102949,CUST-2137,Wanjiku Smith,wanjiku.smith819@example.com,+254752840213,nairobi,70,08/01/2025,11/01/2025,sports,Sports Item 24,6,8548.56,0,EUR,51291.36,Mpesa,PENDING,2,Google Ads,7189 River Road Block B-361 Nairobi 00100 K.E.
ORD-101001,CUST-1243,Nia Brown,nia.brown930@example.com,+254796752932,Machakos ,49,06-10-2023,06-26-2023,books,Books Item 8,6,17523.5,0,KES,105141.0,Bank,Return,,Instagram,MACHAKOS - 9376 ARGWINGS KODHEK RD - HOUSE B-326 - 90119 - KENYA
ORD-103394,CUST-1860,Quinn Mensah,quinn.mensah913@example.com,+254719176779,dar es salaam,62,04-11-2023,04-20-2023,beauty,Beauty Item 118,8,11020.16,15,USD,74937.09,CARD,Shipped,5,Organic,Dar es Salaam - 6961 Uhuru Highway - Apartment A-719 - 11101 - KE
ORD-103317,CUST-2566,Victor Hussein,victor.hussein437@example.com,0781539727,Dar es Salaam,54,2023-12-09,2023-12-16,groceries,Groceries Item 42,1,1283.36,30,EUR,898.35,Credit card,Canceled,1,Facebook,"7390 Uhuru Highway, Dar es Salaam, KE, 11101"
ORD-103523,CUST-3435,Victor Mensah,victor.mensah78@example.com,+254775842846,Thika,39,07-09-2024,07-11-2024,Fashion,Fashion Item 116,1,2337.26,30,EUR,1636.08,Card,Pending,3,,"2500, Kenyatta Road, Thika County, P.O Box 01002, Kenya"
ORD-103495,CUST-2506,QUINN OKAFOR,quinn.okafor636@example.com,+254734324107,Machakos,19,19/04/2024,04/05/2024,electronics,Electronics Item 67,7,17906.08,5,USD,119075.43,BANK TRANSFER,pending,,Organic,"4684 Uhuru Highway, Block C-124, Machakos, Nakuru, 90119, Kenya"
ORD-100955,CUST-2107,Ivy Lopez,ivy.lopez447@example.com,+254727036190,nakuru,66,04/10/2024,14/10/2024,Books,Books Item 102,2,7753.44,20,KES,12405.5,Debit Card,returned,3,Unknown,"2078 Argwings Kodhek Rd, Nakuru, Kenya, 20117"
ORD-103290,CUST-3040,James Brown,james.brown809@example.com,0781435571, Mombasa,61,08/10/2024,18/10/2024,Beauti,Beauty Item 45,2,3265.58,30,EUR,4571.81,Credit card,In Transit,3,Referral, Apt B-924; 3859-River Road; Mombasa; Kisumu; postal code 80100; Kenya 
ORD-102703,CUST-3315,Hassan Njoroge,hassan.njoroge786@example.com,+254738938550,Thika,22,15-Jan-2023,27-Jan-2023,Fashion,Fashion Item 65,5,17941.34,0,KES,89706.7,Cash,Shipped,4,,Tom Mboya Street 3893 | Apt B-641 | Thika | ZIP:01000 | K.E.
ORD-101081,CUST-1698,Wanjiku Lopez,wanjiku.lopez324@example.com,+254720911160, Mombasa,46,12-14-2024,12-29-2024,Grocery,Groceries Item 95,1,11613.44,15,USD,9871.42,M-Pesa,shipped,5,Facebook,Mombasa - 166 Koinange Street - Flr A-986 - 80118 - KE
ORD-102663,CUST-1667,Wanjiku Kamau,wanjiku.kamau251@example.com,+254771965539,Machakos ,29,04-10-2024,04-23-2024,Grocery,Groceries Item 78,5,909490.05,10,USD,4092705.23,Bank,In Transit,,Unknown,Tom Mboya Street 3177 | Block A-486 | Machakos | ZIP:90119 | KE
ORD-104479,CUST-2515,Samuel Kamau,samuel.kamau154@example.com,+254716655687, Nairobi ,69,11/02/2024,23/02/2024,Books,Books Item 14,8,13405.11,5,EUR,101878.84,Bank Transfer,Pending,,Email,8872 HAILE SELASSIE AVE  NAIROBI 00505 KE
ORD-104694,CUST-3080,Omar Hussein,omar.hussein976@example.com,+254712714639,Nakuru,25,16-Aug-2024,21-Aug-2024,Home & Kitchen,Home Item 105,5,17317.86,20,KES,69271.44,Credit card,Pending,2,Google Ads,Nakuru - 2029 Enterprise Road - Flr D-959 - 20117 - KE
ORD-102216,CUST-1996,Ruth Hussein,ruth.hussein521@example.com,+254774041211,Kampala,72,2024-02-17,2024-02-27,Sports,Sports Item 26,6,14926.9,15,EUR,76127.19,Cash,In Transit,4,Facebook,"2993 Tom Mboya Street, Kampala, KE, 256"
ORD-100857,CUST-2921,Moses Brown,moses.brown523@example.com,+254721302574,Kampala,37,03-06-2023,03-12-2023,Books,Books Item 71,3,10273.56,10,KES,27738.61,Credit card,Shipped,3,Facebook,"9059, NGONG ROAD, KAMPALA COUNTY, P.O BOX 10200, K.E."
ORD-102948,CUST-2864,Brian Garcia,brian.garcia40@example.com,+254739701496, Eldoret,29,09-Aug-2023,18-Aug-2023,Clothing,Fashion Item 34,8,5556.35,10,EUR,40005.72,Mpesa,Returned,1,,"1219, Argwings Kodhek Rd, Eldoret County, P.O Box 30120, KE"
ORD-102315,CUST-2969,Ruth Hussein,ruth.hussein410example.com,0717566640,machakos,40,2024-01-08,2024-01-10,Electronics,Electronics Item 106,8,14807.2,20,USD,94766.08,CASH,CANCELLED,5,Email,Enterprise Road 4610 | Flr C-301 | Machakos | ZIP:90119 | K.E.
ORD-101566,CUST-1779,Zane Smith,zane.smith893@example.com,,machakos,54,06-23-2023,07-11-2023,Sport,Sports Item 53,4,16622.06,20,EUR,53190.59,M-PESA,Canceled,3,Organic,"8747, Enterprise Road, Machakos County, P.O Box 90100, KE"
ORD-104267,CUST-2936,Ezekiel Njoroge,ezekiel.njoroge584@example.com,+254798379086,eldoret,27,27-Feb-2023,08-Mar-2023,groceries,Groceries Item 93,3,9353.77,20,EUR,22449.05,cash,pending,3,Email,Ngong Road 8823 | Floor B-227 | Eldoret | ZIP:30100 | Kenya
ORD-101536,CUST-1786,Hassan Patel,,+254759687625,kisumu,25,15-Sep-2023,01-Oct-2023,beauty,Beauty Item 76,3,16130.67,10,KES,43552.81,CASH,Delivered,5,Organic,"2831 Moi Avenue, Flr A-681, Kisumu, Kiambu, 40100, Kenya"
ORD-101575,CUST-2425,Amina Otieno,amina.otieno370@example.com,0751453381,Thika,67,10-Jul-2024,11-Jul-2024,groceries,Groceries Item 107,3,8868.18,10,EUR,23944.09,bank transfer,In Transit,1,Unknown,"5974 kimathi street, unit c-434, thika, mombasa, 01000, kenya"
ORD-100331,CUST-1122,James Hussein,james.hussein55@example.com,,Nairobi,27,2024-05-02,2024-05-07,home and kitchen,Home Item 34,8,16759.73,25,KES,100558.38,M-Pesa,Complete,1,Unknown,5636 Uhuru Highway Apt B-188 Nairobi 00100 kenya
ORD-100597,CUST-1441,Hassan Otieno,hassan.otieno688@example.com,+254776148102,Thika,31,27/07/2024,14/08/2024,Book,Books Item 13,1,1479.06,0,USD,1479.06,Cash,returned,5,Instagram,
ORD-103223,CUST-1109, Lina Njoroge ,lina.njoroge991@example.com,+254787658989,Machakos,40,27-Jan-2023,11-Feb-2023,Fashn,Fashion Item 20,3,9646.84,10,USD,26046.47,Bank Transfer,Return,3,Email,"7240 Argwings Kodhek Rd, Flr D-545, Machakos, Machakos, 90100, K.E."
ORD-100643,CUST-3021,zane otieno,zane.otieno779@example.com,+254788767475,dar es salaam,64,12/11/2023,26/11/2023,Book,Books Item 38,5,1553.17,0,KES,7765.85,BANK TRANSFER,Cancelled,N/A,Unknown,"5224 Argwings Kodhek Rd, Apt C-275, Dar es Salaam, Kiambu, 11101, kenya"
ORD-102089,CUST-1988,Moses Garcia,moses.garcia691@example.com,+254730880763,NKR,33,2023-10-16,2023-10-17,HOME,Home Item 70,5,7106.68,5,EUR,33756.73,Cash,shipped,5,Instagram,Nakuru - 4076 Kimathi Street - Flr C-283 - 20117 - K.E.
ORD-104427,CUST-3360,Tariq Brown,tariq.brown475@example.com,+254767359596,Nakuru ,62,2025-04-30,2025-05-08,home and kitchen,Home Item 76,5,11723.07,20,EUR,46892.28,card,Returned,3,Referral,Block A-345; 3973-Tom Mboya Street; Nakuru; Mombasa; postal code 20117; kenya
ORD-101668,CUST-1303,Uma Okafor,uma.okafor488@example.com,+254741733003,Dar,34,not_a_date,2025-04-18,Home/Kitchen,Home Item 52,2,1868.21,10,USD,3362.78,Mobile Money,Returned,4,Referral,Dar es Salaam - 196 Haile Selassie Ave - Apartment D-585 - 14110 - KE
ORD-102273,CUST-3402,Amina Brown,amina.brown142@example.com,+254756504809,Nairobii,30,2024-09-22,2024-09-23,fashion,Fashion Item 107,1,16133.04,20,EUR,12906.43,Bank,pending,N/A,Organic,"2209 Ngong Road, Nairobi, KE, 00606"
